CodProfesionUOficio,Descripción,"Estado (1-Inactivo, 2- Activo)"
5445,Operador de tuneladora,2
5446,Conductor de apisonadora,2
5447,Conductor de asfaltadora,2
5448,Conductor de draga,2
5449,Conductor de excavadora,2
5450,Conductor de máquina explanadora,2
5451,Conductor de niveladora / cuchilla frontal,2
5452,Conductor de tractor / oruga,2
5453,Operador de apisonadora,2
5454,Operador de draga,2
5455,Operador de equipo estacionario / excavación,2
5456,Operador de equipo para movimiento de tierra,2
5457,Operador de esparcidora de alquitrán,2
5458,Operador de esparcidora de hormigón / construcciones,2
5459,Operador de esparcidora de piedras / construcciones,2
5460,Operador de excavadora,2
5461,Operador de explanadora y escráper,2
5462,Operador de máquina asfaltadora,2
5463,Operador de máquina de revestimiento de carreteras,2
5464,Operador de máquina de túneles,2
5465,Operador de máquina explanadora,2
5466,Operador de máquina pavimentadora / hormigón,2
5467,Operador de máquina perforadora / construcción,2
5468,Operador de maquinaria de excavación de tierra,2
5469,Operador de martinete,2
5470,Operador de niveladora,2
5471,Operador de pala mecánica,2
5472,Operador de pavimentadora / alquitrán,2
5473,Operador de retroexcavadora,2
5474,Operador de zanjadora de cangilones,2
5475,Operario de emulsión asfáltica,2
5476,Perforador de subsuelo,2
5477,Picador de martillo automático,2
5478,Conductor de  bulldozer,2
5479,Operador de máquina pavimentadora ,2
5480,Operario de aplanadora,2
5481,Conductor de grúas,2
5482,Enganchador de jaula de extracción / minas,2
5483,Guarda de caja guiada / minas,2
5484,Guarda de esclusa / canal o puerto,2
5485,Operador de aparatos para izar,2
5486,Operador de cabria / construcción,2
5487,Operador de cabria / minas,2
5488,Operador de cinta o cable transportador,2
5489,Operador de esclusa de canal o puerto,2
5490,Operador de funivía / funicular aéreo,2
5491,Operador de grúa,2
5492,Operador de grúa de pórtico,2
5493,Operador de grúa estacionaria,2
5494,Operador de grúa fija,2
5495,Operador de grúa flotante,2
5496,Operador de grúa locomóvil,2
5497,Operador de grúa móvil,2
5498,Operador de grúa móvil / ferrocarril,2
5499,Operador de jaulas / minas,2
5500,Operador de pontón de grúa,2
5501,Operador de puente de báscula,2
5502,Operador de puente giratorio,2
5503,Operador de puente grúa,2
5504,Operador de puente levadizo,2
5505,Operador de teleférico,2
5506,Operador de telesilla,2
5507,Operador de torre grúa,2
5508,Operador exterior de jaula de extracción / minas,2
5509,Portalonero,2
5510,Montacarguista,2
5511,Operador de carretilla elevadora / horquilla,2
5512,Operador de horquilla elevadora,2
5513,Operador de montacargas,2
5514,Chofer de montacargas,2
5515,Contramaestre ,2
5516,Guardián de faro,2
5517,Lanchero,2
5518,Marinero,2
5519,Marinero calificado,2
5520,Conductor de lancha,2
5521,Marinero ordinario,2
5522,Marinero de puente (habilitado),2
5523,Marinero de máquinas (habilitado),2
5524,Criado doméstico,2
5525,Empleado doméstico,2
5526,Servidor doméstico,2
5527,Sirviente doméstico,2
5528,Empleada doméstica,2
5529,Empleado de hogar,2
5530,Aseador,2
5531,Auxiliar de limpieza,2
5532,Camarero limpiador de hoteles,2
5533,Lavador de baños y pisos,2
5534,Limpiador de aviones,2
5535,Limpiador de barcos,2
5536,Limpiador de fábricas,2
5537,Limpiador de hoteles,2
5538,Limpiador de oficinas,2
5539,Limpiador de restaurantes,2
5540,Misceláneo,2
5541,Mozo de limpieza de hoteles,2
5542,Mozo de limpieza de oficinas,2
5543,Peón de limpieza de aeronaves,2
5544,Peón de limpieza de autobuses,2
5545,Peón de limpieza de fábricas,2
5546,Peón de limpieza de hoteles,2
5547,Peón de limpieza de oficinas,2
5548,Peón de limpieza de restaurante,2
5549,Peón de limpieza de tren,2
5550,Recamarero,2
5551,Conserje,2
5552,Conserje de edificio / apartamentos,2
5553,Empleado de limpieza de edificio de apartamentos ,2
5554,Portero cuidador de establecimiento religioso,2
5555,Empleado de limpieza hoteles,2
5556,Empleado de mantenimiento/limpieza,2
5557,Mucama,2
5558,Recamarera de hotel,2
5559,Tendedor de camas,2
5560,Almidonador de lavandería,2
5561,Aplanchador de plancha manual (casera),2
5562,Clasificador de ropa,2
5563,Lavador manual de ropa,2
5564,Lavandero a mano,2
5565,Limpiador en seco / a mano,2
5566,Planchador a mano,2
5567,Quitamanchas a mano,2
5568,Aplanchador manual de ropa,2
5569,Encerador de autos,2
5570,Lavador de carros a mano,2
5571,Limpiador de vehículos,2
5572,Pulidor de carros ,2
5573,Pulidor de  vehículos,2
5574,Lava carros,2
5575,Lavador de vehículos,2
5576,Limpiador de ventanas,2
5577,Pulidor de parabrisas,2
5578,Lavador de cabinas telefónicas,2
5579,Limpiador de piscinas,2
5580,Limpiador de muros,2
5581,Limpiador de alfombras,2
5582,Limpiador de tapicería,2
5583,Limpiador de paredes,2
5584,Misceláneo de pangas,2
5585,Limpiador manual de tanques sépticos,2
5586,Acomodador de caña,2
5587,Apuntalador de banano,2
5588,Arriero,2
5589,Bolseador,2
5590,Cablero de banano,2
5591,Calibrador de banano,2
5592,Carrero,2
5593,Carretero de banano,2
5594,Chapeador agrícola,2
5595,Chemisero,2
5596,Chicharrero,2
5597,Cogedor agrícola ,2
5598,Conchador de banano,2
5599,Conchero,2
5600,Cortador de banano,2
5601,Cortador de caña,2
5602,Deflorador de banano,2
5603,Deshojador de banano,2
5604,Desmanador de banano,2
5605,Empujador de ganado,2
5606,Encargado de mantenimiento / fincas,2
5607,Evaluador de banano / muelle,2
5608,Evaluador de banano / planta empacadora,2
5609,Jornalero,2
5610,Labrador,2
5611,Mozo de labranza,2
5612,Palero de finca / banano,2
5613,Panero de finca / banano,2
5614,Peón agrícola,2
5615,Peón agrícola cosechador / algodón,2
5616,Peón agrícola cosechador / banano,2
5617,Peón agrícola cosechador / cacao,2
5618,Peón agrícola cosechador / frutas,2
5619,Peón agrícola cosechador / plátano,2
5620,Peón agrícola cosechador / té,2
5621,Peón agrícola cosechador / té para infusión,2
5622,Peón agrícola de cultivo extensivo,2
5623,Peón agrícola de cultivo hortalizas,2
5624,Peón agrícola de cultivo papero,2
5625,Peón agrícola de cultivo piña,2
5626,Peón de estancia o hacienda,2
5627,Peón de labranza / productos agrícolas,2
5628,Peón de labranza de arboricultor,2
5629,Pinzotero,2
5630,Recibidor de banano,2
5631,Recolector de coyol,2
5632,Recolector de frutas ,2
5633,Varillero,2
5634,Recolector de macadamia,2
5635,Coyolero,2
5636,Deshijador de banano,2
5637,Peón de fumigación,2
5638,Yardero,2
5639,Zanjero,2
5640,Desmanador de banano,2
5641,Cogedor de café,2
5642,Recolector de café,2
5643,Cavador de zanjas y acequias,2
5644,Peón arrocero ,2
5645,Chapeador de finca agrícola,2
5646,Conductor de bovinos,2
5647,Establero de caballos reproductores,2
5648,Peón  ordeñador ,2
5649,Vaquero,2
5650,Peón ganadero,2
5651,Peón de explotaciones ganaderas ,2
5652,Peón avícola,2
5653,Pastor de ovejas,2
5654,Peón de explotaciones avícolas,2
5655,Clasificador de pollos / avicultura,2
5656,Peón chapeador de potreros,2
5657,Operador de maquina de ordeño,2
5658,Peón agropecuario,2
5659,Peón de agricultura y ganadería,2
5660,Misceláneo de mantenimiento zonas verdes,2
5661,Peón de jardín,2
5662,Jardinero,2
5663,Jardinero de campos de deporte,2
5664,Jardinero de parques,2
5665,Chapeador de césped,2
5666,Chapeador de zonas verdes ,2
5667,Peón de jardinería,2
5668,Peón de vivero ,2
5669,Chapeador de zacate,2
5670,Descuajador,2
5671,Peón forestal,2
5672,Plantador de árboles,2
5673,Cortador de caña brava,2
5674,Cortador de caña india,2
5675,Peón pesquero,2
5676,Peón pesquero o atunero (pesca de altura),2
5677,Recolector de algas marinas,2
5678,Recolector de moluscos,2
5679,Recolector de pianguas,2
5680,Peón acuicultura,2
5681,Peón  atunero ,2
5682,Peón pesca de altura,2
5683,Alimentador de peces,2
5684,Peón de pesca,2
5685,Peón batidor de oro,2
5686,Peón batidor de plata,2
5687,Peón de canteras,2
5688,Peón de minas,2
5689,Orero,2
5690,Obrero minero ,2
5691,Obrero de cantera,2
5692,Desbrozador de tierra,2
5693,Panteonero,2
5694,Peón bracero,2
5695,Peón caminero,2
5696,Peón cavador de fosos,2
5697,Peón cavador de pozos de agua,2
5698,Peón cavador de sepulturas,2
5699,Peón de construcción / carreteras,2
5700,Peón de construcción / diques,2
5701,Peón de mantenimiento / carreteras,2
5702,Peón de mantenimiento / diques,2
5703,Peón ferrocarrilero de balasto,2
5704,Peón palero,2
5705,Sepulturero,2
5706,Cavador de zanjas ,2
5707,Cavador de acequias,2
5708,Peones MOPT,2
5709,Peones  ICE,2
5710,Peones AYA,2
5711,Peones  CNFL,2
5712,Peón de obra pública,2
5713,Trochero,2
5714,Peón de cuadrilla en obras publicas,2
5715,Apilador de material de construcción / edificios,2
5716,Ayudante de albañil,2
5717,Ayudante de carpintero,2
5718,Ayudante de fontanero,2
5719,Ayudante de soldadura,2
5720,Peón ayudante de albañil,2
5721,Peón ayudante de construcción,2
5722,Peón de albañilería,2
5723,Peón de construcción,2
5724,Peón de demolición,2
5725,Peón de construcción edificios,2
5726,Peón de edificios / mantenimiento,2
5727,Ayudante de electricista,2
5728,Embalador a mano,2
5729,Embalador a mano / cajas,2
5730,Embalador de industria conservera / enlatado,2
5731,Embotellador manual,2
5732,Empacador manual,2
5733,Empacador de banano,2
5734,Empacador de carne,2
5735,Empacador de cortes,2
5736,Empacador de jabonera,2
5737,Empaquetador manual,2
5738,Engrapador de cajas de banano,2
5739,Envasador manual,2
5740,Etiquetador a mano,2
5741,Operario de proceso de empaque,2
5742,Sellador manual,2
5743,Ensacador a mano,2
5744,Encargado de proceso de empaque,2
5745,Etiquetador manual,2
5746,Pesador de fruta,2
5747,Empacador de manual,2
5748,Cogedora de tortillas de fajas automáticas,2
5749,Peón de clasificación / botellas,2
5750,Peón enrollador de bobinas / a mano,2
5751,Peón enrollador de filamentos / a mano,2
5752,Peón enrollador de resortes / a mano,2
5753,Acabador de calzado,2
5754,Alistador de mercadería,2
5755,Amarrador de tamales,2
5756,Armador de cajas,2
5757,Armador de molde de madera,2
5758,Auxiliar de matadero,2
5759,Auxiliar de matadero / ganado,2
5760,Ayudante de aserradero,2
5761,Ayudante de ebanista,2
5762,Ayudante de zapatero,2
5763,Clasificador de camarón de procesamiento de camarones,2
5764,Cortador de bobinas,2
5765,Cortador de espumas,2
5766,Cortador de hebras,2
5767,Cortador de pollos,2
5768,Cortador de rabos / reses,2
5769,Formador de mechas con tela,2
5770,Halador de panzadas,2
5771,Halador de panzadas / ganado,2
5772,Lavador de artículos textiles / a mano,2
5773,Lavador de cueros y pieles / a mano,2
5774,Lavador de reses / carnicería (a mano),2
5775,Limpiador de paletas / reses,2
5776,Limpiador de vísceras,2
5777,Metedero de carne,2
5778,Pelador de frutas,2
5779,Peón de elaboración de materiales / acero y similares,2
5780,Peón de industria vinícola,2
5781,Peón de industrias manufactureras,2
5782,Peón de procesamiento de yuca,2
5783,Peón de procesos industriales de industria del cuero,2
5784,Peón de procesos industriales de industria textil,2
5785,Recibidor de cueros,2
5786,Secador de lengua,2
5787,Tirador de cajas,2
5788,Tirador de reses,2
5789,Lavador de productos ,2
5790,Limpiador de productos ,2
5791,Cosedor de bolas béisbol,2
5792,Seleccionador de banano,2
5793,Peón textil,2
5794,Peón de fundición,2
5795,Peón e aserradero,2
5796,Peón de taller,2
5797,Peón de matadero,2
5798,Peón de producción,2
5799,Peón de fabrica,2
5800,Ayudante de panadería,2
5801,Carretero con perra,2
5802,Conductor de bicicleta,2
5803,Conductor de carro de mano,2
5804,Conductor de silla de manos,2
5805,Conductor de triciclo / no motorizado,2
5806,Conductor de vehículo a pedales,2
5807,Conductor de velocípedo de transporte,2
5808,Halador de carritos en supermercados,2
5809,Perrero de carga,2
5810,Halador de carritos ,2
5811,Cochero de punto,2
5812,Conductor de animales / canteras,2
5813,Conductor de animales / minas,2
5814,Conductor de maquinaria agrícola / no motorizada,2
5815,Conductor de vehículo de tracción animal / canteras,2
5816,Conductor de vehículo de tracción animal / carreteras,2
5817,Conductor de vehículo de tracción animal / minas,2
5818,Yuguero de bueyes,2
5819,Yuguero de mulas,2
5820,Boyero,2
5821,Conductor de vehículo de tracción animal ,2
5822,Estibador,2
5823,Estibador manual,2
5824,Peón portuario (estibador de carga),2
5825,Ayudante de camionero / carga,2
5826,Ayudante de repartidor de camión distribuidor,2
5827,Cadenero de ingenio azucarero,2
5828,Cargador,2
5829,Cargador de buques,2
5830,Cargador de buques cisterna / gases,2
5831,Cargador de buques cisterna / líquidos,2
5832,Cargador de camiones,2
5833,Cargador de muebles,2
5834,Cargador de vehículos / transporte ferroviario,2
5835,Cargador de vehículos / transporte por carretera,2
5836,Manipulador de almacenes frigoríficos,2
